user_id,tweet_id,tweet_text,class,clean_text,label,true_label_num,predicted_label_num,true_label,predicted_label,probability_anorexia,is_correct,prediction_type,text_length_chars,text_length_words
user0741,ef1484dd4563,"Â¿Por quÃ© permitimos que estos mensajes circulen alegremente? 

#proana #promia 

 http://ow.ly/Dw9T5  http://ow.ly/i/7ogig",control,por qué permitimos que estos mensajes circulen alegremente #proana #promia,0,0,1,control,anorexia,0.7909050894684354,False,false_positive,124,10
user0976,a3f38b56d166,"Yo me lo guiso, yo me lo como.   #integral #casero #Bread",control,yo me lo guiso yo me lo como #integral #casero #bread,0,0,1,control,anorexia,0.822740592248636,False,false_positive,57,11
user0732,aaf4d76072e8,Lo que necesitas para comenzar.  #MotivaciÃ³n pic.twitter.com/1DSGYI1zpK,control,lo que necesitas para comenzar #motivación pic twitter com 1dsgyi1zpk,0,0,1,control,anorexia,0.5400327338604342,False,false_positive,72,10
user0173,6c8e4191f87f,Realfood o comida real Â¿QuÃ© es?  ing,control,realfood o comida real qué es ing,0,0,1,control,anorexia,0.717774258020845,False,false_positive,38,7
user0535,672e187017a3,Me alegro de que se tomen medidas contra algunos en Twitter pero a ver sÃ­ empiezan a tomarlas tambiÃ©n con,control,me alegro de que se tomen medidas contra algunos en twitter pero a ver sí empiezan a tomarlas también con,0,0,1,control,anorexia,0.8469631347276687,False,false_positive,107,20
user0787,defac326c40e,"La vida es como el ejercicio cuanto mÃ¡s duro es  mÃ¡s fuerte te vuelves.
-
-
-
24coach #superacion #perderpeso  https://www.instagram.com/p/BvXiMaLpUDv/?utm_source=ig_twitter_share&igshid=ttkwrb4uay7c â€¦",control,la vida es como el ejercicio cuanto mã s duro es mã s fuerte te vuelves 24coach #superacion #perderpeso â,0,0,1,control,anorexia,0.575286591754844,False,false_positive,205,20
user0764,ba98de07f3f2,"Es mejor sÃ³lo comer comida real que si nos nutre y nos evitamos tantos problemas como los colorantes artificiales.
â€”",control,es mejor sã³lo comer comida real que si nos nutre y nos evitamos tantos problemas como los colorantes artificiales â,0,0,1,control,anorexia,0.7330612726439196,False,false_positive,119,20
user0544,d8da721a1ab7,"Mas que poder es, es creer en lo que no es posible.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#love #photooftheday #socialite #instagood #followforfollowback  #follow #foodâ€¦ https://www.instagram.com/p/BvIXDHVA6xD/?utm_source=ig_twitter_share&igshid=eqsqid9og2q3 â€¦",control,mas que poder es es creer en lo que no es posible #love #photooftheday #socialite #instagood #followforfollowback #follow #foodâ â,0,0,1,control,anorexia,0.7448836877114747,False,false_positive,266,20
user0203,d952e878cff0,"Te dejarÃ¡ sin palabras... Â¿Lo has probado ya?
Cerdo a la Miel 
Haz tu pedido aquÃ­  https://goo.gl/2KadAz  

#comida #comidacasera",control,te dejará sin palabras lo has probado ya cerdo a la miel haz tu pedido aquí #comida #comidacasera,0,0,1,control,anorexia,0.5394335258709304,False,false_positive,132,18
user0965,a250371aecb4,MaÃ±ana hablamos sobre la obsesiÃ³n con la imagen fÃ­sica y el peso #trastornosAlimenticios #Anorexia #Bulimia,control,mañana hablamos sobre la obsesión con la imagen física y el peso #trastornosalimenticios #anorexia #bulimia,0,0,1,control,anorexia,0.6598982517465116,False,false_positive,110,15
