user_id,tweet_id,tweet_text,class,clean_text,label,true_label_num,predicted_label_num,true_label,predicted_label,probability_anorexia,is_correct,prediction_type,text_length_chars,text_length_words
user0300,b0ea77f110a0,Lo mas hermoso que vi en el aÃ±o $correr seguido 22m y quemar 200 kcals #ejercicio #BuenaSalud  #nomasgorda,anorexia,él mas hermoso que vi en el año correr seguido 22 m y quemar 200 kcals # ejercicio # buenasalud # nomasgordo,1,1,0,anorexia,control,0.416381014378919,False,false_negative,107,22
user0185,1f9b35458c4d,Chavas : Â¡POR FAVOR NO TUITEEN SU ASQUEROSA VIDA LLENA DE LAXANTES Y DIETAS ESTUPIDAS PARA MORIR! De nada. #mueran,anorexia,chava por favor no tuitear su asqueroso vida lleno de laxant y dieta estupida para morir de nada # muser,1,1,0,anorexia,control,0.2619386524240384,False,false_negative,115,20
user0589,abb770dbf4a5,"Al gran problema de  nadie le hace caso, esto es real y nos afecta a todos, porque todos tenemos algÃºn/na menor susceptible de ser influenciado para ello. AdemÃ¡s no sÃ³lo estÃ¡ el problema del #TCA sino tambiÃ©n el peligro del #suicidio https://goo.gl/WCQ3DV  via: @xataka",anorexia,al gran problema de nadie él hacer caso este ser real y yo afectar a todo porque todo tener alguno na menor susceptible de ser influenciar para él además no sólo estar el problema del # tca sino también el peligro del # suicidio via,1,1,0,anorexia,control,0.29814286853182403,False,false_negative,274,45
user1283,d3e7874313d9,Acabo de comerme dos Magnum con sÃºper extra calorias para que las niÃ±as  recapaciten su vida.,anorexia,acabar de comer yo dos magnum con súper extra caloria para que el niña recapacitar su vida,1,1,0,anorexia,control,0.3874865644283908,False,false_negative,95,17
user0289,e209b127a7a1,Ese asqueroso momento en el que te enteras de lo que tienes de comer...  ayudadme a resistir la tentacion,anorexia,ese asqueroso momento en el que tú enterar de él que tener de comer ayudadme a resistir el tentacion,1,1,0,anorexia,control,0.41317713497721437,False,false_negative,105,19
user1038,326eb1c3a47b,Â¿Por que diosito chulo me condenaste a tener este transtorno corporal sÃ­ tambiÃ©n me hiciste bien tragona? #KillMe,anorexia,por que diosito chulo yo condenastir a tener este transtorno corporal sí también yo hacer bien tragonar # killme,1,1,0,anorexia,control,0.3549684950919211,False,false_negative,116,19
user0193,87dc11aba3e7,Miren el cuerpito que tiene quiero.  #Thispo,anorexia,mirar el cuerpito que tener quiero # thispo,1,1,0,anorexia,control,0.4984945503021643,False,false_negative,44,8
user0029,790304dc259a,"#Tip 
Esta lista es un resumen de la #verduras  y #legumbres que tienen pocas #calorias   #vegetarian",anorexia,# tip este lista ser uno resumen de el # verdura y # legumbr que tener poco # caloria # vegetariar,1,1,0,anorexia,control,0.41738056398790413,False,false_negative,101,21
user0115,885428112b02,"Recuerdo cuando sufrÃ­a de EDs, era un palito, suerte que conocÃ­ a Demi Lovato y me ayudÃ³ a salir adelante :) #staystrong  #anorexic",anorexia,recordar cuando sufrir de eds ser uno palito suerte que conocí a demi lovato y yo ayudar a salir adelante # staystrong # anorexic,1,1,0,anorexia,control,0.39355874808928926,False,false_negative,134,24
user1127,9eaa3725ace1,"Me gustarÃ­a regresar a las andadas de  pero ademÃ¡s de que no tengo la fuerza de voluntad de esa Ã©poca hay muchas cosas que perdÃ­ que me han costado mucho recuperar, entre ellas mi cabello  Se me caÃ­a un chingo y ahora ya no regresan mis rizos",anorexia,yo gustar regresar a el andada de pero además de que no tener el fuerza de voluntad de ese época haber mucho cosa que perder que yo haber costar mucho recuperar entre él mi cabello él yo caer uno chingo y ahora ya no regresar mi rizo,1,1,0,anorexia,control,0.3135997220562369,False,false_negative,247,47
